lot_id,tray_id,rta1_tat,hta1_tat,rta2_tat,ocv1_tat,c1_tat,dc1_tat,c2_tat,dc2_tat,c3_tat,dc3_tat,c4_tat,ocv2_tat,pg1_tat,pc1_tat,sa1_tat,socv1_tat,sa2_tat,socv2_tat,sa3_tat,socv3_tat
LOT-122,TRAY-1959,190808,87350,127347,118,7130,405,482,404,1735,7681,5437,118,268,270,52788,9,351189,9,209495,6
LOT-122,TRAY-1978,188781,87692,126086,119,3555,404,445,404,1764,3879,3418,118,290,290,54105,5,355055,5,209481,8
LOT-122,TRAY-1992,186654,87699,125943,119,3567,405,443,404,1844,3878,3385,118,279,280,52735,6,349556,5,209549,6
LOT-123,TRAY-1821,200709,86523,117564,119,3607,405,449,405,1687,3944,3408,118,290,290,43071,6,344715,5,209506,6
LOT-123,TRAY-1837,200432,86622,117878,118,3578,405,445,405,1680,3886,3437,118,280,279,41838,5,345002,6,209411,6
LOT-123,TRAY-1839,200201,86479,117785,118,3568,405,444,405,1665,3883,3403,118,290,290,42941,5,344377,5,209515,6
LOT-123,TRAY-1841,199825,86623,117879,119,7069,405,662,405,4704,7654,10914,118,248,249,52372,6,349235,6,209533,7
LOT-123,TRAY-1843,200104,86664,117926,118,3582,405,441,405,1771,3890,3490,118,291,291,42941,5,344378,5,209515,6
LOT-123,TRAY-1845,200023,86611,117836,118,3572,405,442,405,1593,3884,3396,117,290,290,42828,5,344629,5,209500,5
LOT-123,TRAY-1847,199936,86657,117973,118,3565,405,443,405,1664,3889,3412,118,279,280,42035,5,344348,5,209563,6
LOT-123,TRAY-1858,198944,86470,119836,118,3556,405,445,405,1835,3887,3394,118,291,291,44735,13,343608,5,209691,6
LOT-123,TRAY-1864,198574,86951,119904,118,3568,405,440,404,1499,3887,3313,118,291,291,43992,5,343902,5,209600,6
LOT-123,TRAY-1870,198179,86980,119918,118,3566,405,446,405,1819,3889,3491,118,290,291,48776,5,345050,6,209459,5
LOT-123,TRAY-1891,194870,87116,119922,118,3594,405,443,405,1798,3917,3494,118,290,290,48761,5,347008,5,209794,6
LOT-123,TRAY-1898,194762,86957,119916,118,3592,404,445,405,1654,3889,3362,119,290,291,51872,5,345655,5,209511,5
LOT-123,TRAY-1902,194310,86944,119867,118,3559,405,443,405,1945,3888,3500,118,291,291,49876,5,346335,6,210191,5
LOT-123,TRAY-1920,193538,87034,127424,118,3561,405,456,404,1696,3880,3378,118,290,290,51448,5,344963,5,209708,5
LOT-123,TRAY-1923,193433,87038,127352,118,3570,406,446,405,1745,3890,3359,118,290,290,51921,5,344449,5,209574,5
LOT-123,TRAY-1932,192801,87142,127537,119,3571,405,444,406,1662,3880,3401,117,290,290,50778,5,346476,5,209372,5
LOT-123,TRAY-1936,192755,86463,127306,118,3562,405,443,405,1707,3883,3387,118,291,291,51622,5,344431,5,209501,5
LOT-123,TRAY-1947,191949,87255,127280,118,3568,405,441,405,1711,3883,3389,117,290,290,52748,5,349140,5,209534,6
LOT-123,TRAY-1949,191752,86524,127493,119,3612,405,447,405,1665,3951,3411,118,291,290,52251,5,345628,5,209436,5
LOT-123,TRAY-1953,191355,86549,127433,119,3559,404,455,405,2483,3876,4048,118,279,280,54699,5,349392,5,209487,6
LOT-123,TRAY-1954,191013,87263,127417,118,3567,405,443,404,1732,3885,3408,118,290,291,53988,5,349854,6,209603,5
LOT-123,TRAY-1956,190828,87318,127339,118,3573,405,440,404,1396,3891,3372,118,269,269,53988,5,349854,6,209603,5
LOT-123,TRAY-1960,190574,86471,127162,119,3572,405,446,404,1707,3887,3338,118,290,291,52458,4,348915,5,209528,6
LOT-123,TRAY-1965,189844,86472,127339,118,3559,405,445,405,1869,3891,3503,118,289,290,52440,5,348823,6,209478,5
LOT-123,TRAY-1966,189631,87597,140152,119,3570,405,445,405,1743,3893,3220,118,290,291,52011,5,350495,5,209039,6
LOT-123,TRAY-1972,189359,87665,139258,119,3561,405,445,404,1882,3876,3498,117,279,280,51836,5,352149,8,209062,6
LOT-123,TRAY-1973,189358,87665,139259,118,3569,404,448,405,1859,3887,3531,118,280,280,51545,6,350054,5,209455,5
LOT-123,TRAY-1979,188780,87692,126086,118,3587,405,447,405,1737,3901,3375,118,290,291,53647,4,349426,5,209500,5
LOT-123,TRAY-1981,188732,86468,127129,119,3569,404,447,405,1695,3889,3383,118,290,290,53648,5,349426,5,209501,5
LOT-123,TRAY-1988,187445,87635,139292,118,3556,404,455,404,1870,3879,3456,117,269,270,51539,5,350008,6,209396,5
LOT-123,TRAY-1989,187445,87636,139292,119,3566,405,461,405,1829,3884,3470,118,290,290,51350,6,350362,5,208617,6
LOT-123,TRAY-1993,186655,87700,125943,118,3574,404,444,404,1688,3891,3400,118,290,291,52735,6,349556,5,209549,6
LOT-123,TRAY-1997,186525,87754,139257,118,3572,405,443,404,1675,3885,3404,118,291,292,51582,6,350346,5,209512,6
LOT-123,TRAY-2003,186315,87854,125848,118,3578,405,444,405,1701,3899,3404,118,290,291,51354,5,348543,5,209532,5
LOT-123,TRAY-2007,186039,87882,126012,118,3577,405,443,405,1709,3883,3322,117,290,290,53627,5,349082,6,209540,6
LOT-123,TRAY-2008,186023,86477,139675,118,3570,404,447,404,1752,3889,3345,118,280,280,51213,5,350263,5,208724,6
LOT-123,TRAY-2009,186022,86477,139674,119,3574,405,442,405,1715,3887,3374,118,290,290,51540,5,350008,6,209395,5
LOT-123,TRAY-2017,184801,87530,126057,117,3568,405,454,405,2156,3881,3896,117,290,291,53164,8,349121,9,209437,8
LOT-123,TRAY-2019,184493,86497,139269,118,3575,404,445,405,1750,3884,3458,117,290,291,51582,6,350345,5,209512,6
LOT-123,TRAY-2021,184334,86531,137657,118,3579,404,440,404,1507,3886,3271,118,163,164,51462,7,350246,7,209017,7
LOT-124,TRAY-1855,198959,86457,119878,118,3574,404,445,405,1756,3889,3453,118,290,291,42648,5,344834,6,209467,5
LOT-124,TRAY-1857,198945,86470,119836,118,3561,404,445,405,1796,3877,3433,118,290,291,44735,13,343607,5,209689,6
LOT-124,TRAY-1861,198746,86457,119840,119,3570,405,445,405,1577,3887,3370,118,280,281,41151,6,343849,5,209505,9
LOT-124,TRAY-1862,198746,86457,119840,118,3564,404,451,404,1596,3881,3347,118,290,290,41150,6,343848,5,209506,9
LOT-124,TRAY-1868,198325,86470,119878,120,3568,405,445,406,1755,3890,3472,119,290,291,43172,6,344930,5,209634,6
LOT-124,TRAY-1869,198179,86980,119918,118,3568,405,446,406,1790,3890,3509,118,290,290,48775,5,345049,6,209458,5
LOT-124,TRAY-1872,195995,87035,119978,118,3559,405,455,404,1798,3884,3464,118,289,291,47895,5,344825,5,209072,5
LOT-124,TRAY-1875,195939,87025,120001,119,3576,405,454,405,1720,3884,3405,117,290,290,47233,5,345079,5,209599,5
LOT-124,TRAY-1880,195688,86479,119925,118,3565,404,443,405,1661,3887,3449,118,290,294,46285,6,344626,5,209452,6
LOT-124,TRAY-1913,193943,87004,127714,119,3564,405,448,405,1826,3891,3466,118,290,290,51170,5,343896,6,209563,5
LOT-124,TRAY-1918,193479,86462,120619,118,3569,405,446,404,1770,3897,3472,118,290,290,50382,5,345073,5,209526,5
LOT-124,TRAY-1928,192899,87103,127512,118,3591,405,446,405,1683,3898,3401,117,280,280,52742,5,345444,5,209439,6
LOT-124,TRAY-1929,192899,87102,127512,118,3566,405,453,405,1818,3889,3432,118,291,292,52742,5,345444,5,209438,6
LOT-124,TRAY-1930,192952,86506,127476,119,3568,404,452,404,1659,3888,3392,118,269,269,51448,5,344963,5,209709,5
LOT-124,TRAY-1935,192666,87197,127477,118,3551,405,453,405,1844,3882,3416,117,291,290,52186,5,345353,5,209407,9
LOT-124,TRAY-1937,192754,86464,127306,118,3574,405,454,404,1691,3893,3428,118,290,291,51621,5,344432,5,209501,5
LOT-124,TRAY-1938,192397,86468,127503,118,3569,405,447,405,1880,3888,3501,118,290,291,51619,5,346104,5,209380,5
LOT-124,TRAY-1940,192253,87227,127345,118,3576,404,444,404,1685,3886,3434,118,279,280,52971,5,348699,5,209590,5
LOT-124,TRAY-1941,192253,87227,127345,118,3576,404,448,405,1758,3887,3428,118,290,291,52970,5,348698,5,209590,5
LOT-124,TRAY-1948,191752,86522,127492,118,3570,405,451,405,1730,3888,3460,118,290,290,52251,5,345629,5,209436,5
LOT-124,TRAY-1961,190573,86471,127164,118,3569,405,449,405,1746,3891,3363,117,290,289,52457,4,348915,5,209528,6
LOT-124,TRAY-1963,190491,87389,140700,119,3572,405,452,405,1691,3882,3427,118,291,290,51629,5,350466,5,209404,6
LOT-124,TRAY-1964,189845,86472,127338,118,3565,405,449,405,1647,3884,3363,118,290,291,52440,5,348822,6,209477,5
LOT-124,TRAY-1967,189631,87597,140152,119,3575,405,440,405,1645,3885,3383,118,290,292,52013,5,350496,5,209038,6
LOT-124,TRAY-1968,189569,86444,140716,118,3576,406,445,405,1614,3892,3404,118,291,291,51770,6,350596,8,209210,8
LOT-124,TRAY-1969,189568,86444,140715,118,3580,405,443,405,1599,3893,3383,117,290,291,51770,6,350594,8,209209,8
LOT-124,TRAY-1970,189292,86471,127457,119,3560,405,449,405,1659,3885,3373,117,280,280,52583,5,357079,5,209163,6
LOT-124,TRAY-1971,189292,86471,127457,119,3561,404,448,404,1756,3878,3451,118,289,292,52202,4,357499,5,208820,5
LOT-124,TRAY-1980,188732,86468,127128,118,3563,404,450,405,1856,3880,3452,118,279,280,53153,6,349191,5,209473,6
LOT-124,TRAY-1983,188581,87550,139391,118,3579,406,438,405,1604,3891,3414,118,291,291,51508,6,350508,5,208856,5
LOT-124,TRAY-1984,188190,87595,139305,118,7116,405,487,405,1814,7682,5524,118,268,269,61442,9,345362,5,208461,6
LOT-124,TRAY-1986,188049,86510,140264,118,3564,404,448,405,1423,3880,3447,117,290,290,51792,9,350497,9,209360,9
LOT-124,TRAY-1987,188048,86509,140263,119,3576,405,452,405,1887,3904,3484,118,279,280,51545,6,350054,6,209456,5
LOT-124,TRAY-1991,187401,87672,125949,118,3578,404,441,404,1718,3896,3453,118,291,290,51652,5,345838,5,209482,5
LOT-124,TRAY-1999,186374,87749,126111,118,3569,405,447,405,1785,3883,3474,118,279,280,53980,8,349151,5,209556,6
LOT-124,TRAY-2010,186277,86508,139233,119,3568,405,451,404,1804,3891,3434,118,291,290,51350,6,350362,5,208617,6
LOT-124,TRAY-2011,186278,86508,139233,118,3564,405,451,404,1740,3891,3417,118,279,280,51386,6,350439,6,209152,6
LOT-124,TRAY-2012,186225,86484,126109,118,3574,405,449,405,1392,3882,3358,118,280,280,52607,5,357399,5,208464,7
LOT-124,TRAY-2013,186225,86484,126110,118,3569,405,448,405,1601,3887,3359,118,290,290,52607,5,357400,5,208465,6
LOT-124,TRAY-2014,185201,87855,138436,118,3570,405,446,405,1708,3888,3370,118,290,290,51494,5,350352,5,209002,5
LOT-124,TRAY-2015,185200,87855,138436,118,3573,405,445,405,1683,3889,3380,117,290,289,51559,5,350480,6,209008,5
LOT-125,TRAY-1911,194070,86459,119883,118,3572,404,448,406,1913,3884,3500,118,290,291,48612,6,345101,8,209495,5
LOT-125,TRAY-1950,191737,87253,127370,118,3560,405,452,405,1714,3878,3446,118,290,291,50201,5,345753,5,209382,5
LOT-125,TRAY-1977,189253,87612,139436,118,3602,404,445,405,1780,3887,3517,118,291,291,51939,5,350196,6,209285,6
LOT-125,TRAY-1990,187401,87671,125949,119,3577,404,441,404,1831,3887,3422,118,291,291,51653,5,345838,5,209482,5
LOT-125,TRAY-1998,186374,87750,126111,118,3556,405,452,405,1772,3879,3427,118,291,291,53980,8,349151,5,209556,6
LOT-125,TRAY-2000,186372,87860,138767,118,3563,405,457,405,2398,3877,4004,119,290,291,61442,9,345362,5,208460,6
LOT-125,TRAY-2002,186316,87855,125848,119,3571,405,455,405,1748,3888,3415,118,290,291,51353,5,348543,5,209532,5
LOT-125,TRAY-2004,186273,87874,138674,118,3577,404,450,405,1646,3885,3412,118,290,292,51463,7,350246,7,209017,7
LOT-125,TRAY-2005,186272,87874,138674,118,3570,406,440,405,1690,3883,3422,118,269,269,51558,5,350481,6,209009,5
LOT-125,TRAY-2016,184801,87529,126057,118,3562,404,447,404,1649,3878,3402,117,289,290,52372,6,349235,6,209533,7
LOT-125,TRAY-2020,184334,86502,125955,120,3541,404,454,405,1871,3874,3526,118,290,291,53519,5,349046,5,209417,6
LOT-125,TRAY-2022,184320,86522,125848,118,7055,405,484,405,2026,7637,5882,117,269,269,51794,5,352102,9,209222,10
LOT-125,TRAY-2023,184321,86521,125847,117,3574,405,452,405,2179,3881,3587,118,290,291,52686,6,348044,5,209483,5
LOT-125,TRAY-2024,184171,87438,138013,118,3554,405,451,405,1775,3873,3450,118,290,291,50414,5,350697,5,209057,6
LOT-125,TRAY-2025,184171,87439,138013,118,3545,405,451,405,1744,3874,3406,118,290,291,51342,5,351152,5,209247,5
LOT-125,TRAY-2026,184002,87438,137884,118,3536,405,449,405,1924,3878,3437,118,290,292,51183,6,351430,5,209531,6
LOT-125,TRAY-2028,184442,87525,137601,119,3548,405,454,405,1818,3874,3402,118,290,291,50414,5,350696,5,209056,6
LOT-125,TRAY-2029,184441,87525,137602,118,3560,404,444,405,1777,3878,3416,119,290,291,51341,5,351153,5,209247,5
LOT-125,TRAY-2030,184373,87522,137706,119,3564,404,450,404,1769,3886,3418,118,290,291,50805,4,350801,5,209227,5
LOT-125,TRAY-2032,184350,87550,125844,117,3563,405,447,405,1749,3891,3449,117,290,293,54091,9,204600,9,209508,6
LOT-125,TRAY-2033,184350,87550,125844,118,3559,405,451,405,1720,3885,3474,118,291,292,53520,5,349048,5,209417,6
LOT-125,TRAY-2035,184436,87549,125883,119,3536,405,452,404,1922,3866,3086,118,290,290,52686,6,348044,5,209483,5
LOT-125,TRAY-2039,184306,87578,125941,118,3546,406,446,405,1918,3875,3450,118,291,290,52089,5,354206,5,209408,6
LOT-125,TRAY-2043,184204,87588,129427,118,3568,405,442,404,1380,3875,3408,118,290,290,51647,5,347950,5,209501,6
LOT-125,TRAY-2044,184299,87643,136007,118,3574,405,443,405,1820,3881,3464,117,290,291,51179,5,351124,5,209605,6
LOT-125,TRAY-2045,184299,87643,136007,118,3555,405,444,405,1847,3879,3530,118,290,292,51364,5,350724,5,209137,6
LOT-125,TRAY-2046,183959,87592,129290,119,3545,405,456,405,1839,3880,3529,117,289,290,52782,6,347677,5,209565,5
LOT-125,TRAY-2050,183894,87638,136075,119,3555,405,455,405,1905,3872,3431,118,290,290,51364,5,350724,5,209138,6
LOT-125,TRAY-2056,184110,86490,136205,119,3560,404,448,404,1800,3882,3427,117,290,291,50806,4,350800,5,209228,5
LOT-125,TRAY-2060,183971,87441,128523,118,3555,404,447,405,1793,3878,3490,118,280,280,52532,5,347542,5,207954,6
LOT-125,TRAY-2061,183971,87442,128524,117,3559,405,451,404,1786,3888,3380,118,290,290,52532,5,347541,5,207954,6
LOT-125,TRAY-2068,183470,86491,135862,118,3560,404,446,405,1806,3886,3459,118,279,280,51440,5,351254,5,209227,5
LOT-125,TRAY-2071,183392,87192,128420,118,3553,404,452,404,1825,3879,3269,118,290,293,51862,5,347725,5,208379,5
LOT-125,TRAY-2077,183614,86478,135069,118,3553,405,458,404,1866,3873,3487,117,290,291,51440,5,351254,5,209226,5
LOT-126,TRAY-2031,184373,87523,137707,119,3561,405,447,405,1915,3881,3403,118,289,291,51586,5,350636,7,208876,6
LOT-126,TRAY-2034,184436,87549,125883,119,3540,405,448,405,1777,3866,3438,117,290,291,51647,5,347949,5,209501,5
LOT-126,TRAY-2036,184445,87577,136910,118,3539,405,445,405,1673,3870,3382,119,290,290,51474,5,350456,5,209369,8
LOT-126,TRAY-2037,184444,87576,136910,118,7078,405,483,405,1761,7656,5671,118,258,259,49430,6,350795,6,209168,6
LOT-126,TRAY-2038,184307,87578,125941,119,3549,405,447,405,1787,3872,3442,118,269,269,52879,6,348024,5,208307,6
LOT-126,TRAY-2040,184418,87579,125864,119,3544,405,445,404,1864,3873,3416,118,279,280,52928,5,347724,6,207938,5
LOT-126,TRAY-2041,184418,87580,125863,118,3549,404,444,404,1814,3874,3453,117,289,293,52928,5,347724,6,207938,5
LOT-126,TRAY-2042,184204,87588,129427,118,3559,405,445,404,1658,3882,3436,118,290,293,52087,5,354206,5,209407,6
LOT-126,TRAY-2047,183958,87592,129291,118,3562,405,447,405,1666,3879,3408,118,290,291,51492,5,347765,6,208001,6
LOT-126,TRAY-2048,183831,87504,135928,117,3544,405,446,405,1665,3871,3451,118,290,291,51451,5,350702,5,209280,8
LOT-126,TRAY-2049,183832,87504,135929,117,3543,404,448,404,1759,3876,3481,118,291,291,51527,5,350923,6,209439,9
LOT-126,TRAY-2051,183894,87637,136075,118,3544,404,455,405,1754,3875,3394,117,290,290,51585,5,350634,7,208876,6
LOT-126,TRAY-2052,183776,87625,136078,118,7063,404,488,404,1862,7666,5796,118,269,269,58323,5,345289,6,208982,6
LOT-126,TRAY-2054,183868,86470,125816,118,3552,404,456,404,1888,3878,3535,118,290,292,52876,4,354107,9,209352,5
LOT-126,TRAY-2055,183868,86471,125816,119,3559,405,441,405,1757,3875,3442,117,290,292,52878,6,348023,5,208306,6
LOT-126,TRAY-2059,183862,87491,128658,118,3555,405,659,405,2197,3875,4767,117,269,271,52313,5,351320,5,209435,8
LOT-126,TRAY-2062,183489,86483,129296,119,3561,404,442,404,1919,3878,3461,117,290,290,52505,5,353946,6,209445,6
LOT-126,TRAY-2063,183489,86483,129296,119,3554,405,445,404,1958,3873,3567,118,290,292,52782,6,347677,5,209565,5
LOT-126,TRAY-2064,183664,86446,129090,118,3547,405,443,405,1675,3874,3353,118,280,280,52505,5,353946,6,209445,6
LOT-126,TRAY-2065,183664,86446,129090,118,3572,405,457,404,1675,3882,3387,118,289,291,51492,5,347764,6,208002,6
LOT-126,TRAY-2067,183904,86481,128418,118,3540,405,451,405,1866,3877,3461,118,290,291,52181,5,347604,8,208595,8
LOT-126,TRAY-2069,183470,86492,135861,118,7040,405,487,405,2174,7650,6003,117,258,259,49312,6,350628,5,209126,6
LOT-126,TRAY-2072,183477,86470,128286,117,3547,405,451,405,1817,3879,3378,118,289,291,52180,5,347604,8,208594,8
LOT-126,TRAY-2073,183477,86469,128286,119,3556,404,461,404,1841,3884,3424,118,290,290,52349,9,207592,9,208643,7
LOT-126,TRAY-2074,183865,86515,134889,119,3544,404,447,404,1902,3878,3469,118,290,290,50989,5,350916,6,209068,5
LOT-126,TRAY-2078,183928,86464,133836,118,3545,405,449,405,1846,3878,3485,118,289,290,51547,5,350810,5,209539,5
LOT-126,TRAY-2079,183928,86464,133835,118,3552,405,451,405,1836,3875,3493,117,290,290,50991,5,350915,6,209068,5
LOT-126,TRAY-2086,184717,86475,133022,118,3554,405,445,405,1806,3881,3389,118,290,291,51123,5,351260,5,209576,5
LOT-126,TRAY-2093,184750,86478,132527,118,3562,405,450,405,1743,3878,3424,118,291,291,50788,5,350736,4,209535,5
LOT-126,TRAY-2094,184378,86492,126049,118,3560,405,449,404,2138,3892,3608,117,269,269,51757,8,350986,6,209371,6
LOT-126,TRAY-2096,184650,86494,132262,119,3560,404,453,405,1811,3879,3473,117,291,292,51655,5,350881,6,209484,5
LOT-126,TRAY-2097,184651,86493,132262,119,3570,405,447,406,1814,3886,3510,117,290,291,61506,5,345520,5,209016,6
LOT-126,TRAY-2101,182794,86524,125839,118,3556,405,449,405,1763,3877,3396,118,279,280,52357,5,351099,5,209035,5
LOT-126,TRAY-2102,183093,86525,131336,118,3549,405,449,405,1722,3877,3423,118,290,291,50428,4,350737,6,208430,6
LOT-126,TRAY-2103,183093,86525,131336,118,3575,405,448,405,1824,3892,3428,117,291,290,50542,5,350792,5,208975,5
LOT-126,TRAY-2105,182959,86523,125861,119,3580,405,448,404,1846,3893,3526,118,291,290,51879,5,351100,5,209470,6
LOT-126,TRAY-2107,182973,86487,125989,118,3584,404,448,404,1714,3888,3470,117,289,290,51564,5,352512,5,209451,5
LOT-126,TRAY-2120,182755,86533,125931,119,3550,405,444,405,1677,3878,3370,118,290,291,51564,5,352512,5,209451,5
LOT-126,TRAY-2123,183007,86540,130210,118,3560,405,441,405,1683,3876,3392,118,290,290,51045,5,350844,5,209474,5
LOT-127,TRAY-2053,183777,87624,136077,119,3542,404,448,405,2059,3872,3511,118,289,291,51527,5,350923,6,209440,9
LOT-127,TRAY-2057,184110,86489,136204,119,3535,405,452,405,1834,3866,3439,117,291,291,51474,5,350457,5,209369,8
LOT-127,TRAY-2058,183862,87492,128658,118,3543,406,454,405,1909,3877,3423,117,290,290,52877,4,354108,9,209351,5
LOT-127,TRAY-2066,183904,86482,128418,118,3543,405,458,405,1898,3879,3499,118,291,291,51862,5,347725,5,208379,5
LOT-127,TRAY-2070,183392,87192,128420,119,3554,405,454,406,1754,3879,3456,118,291,290,52219,5,351081,5,209455,8
LOT-127,TRAY-2075,183865,86515,134889,118,3563,405,453,405,1647,3875,3366,117,290,291,50555,5,350828,5,209139,6
LOT-127,TRAY-2076,183614,86477,135069,118,3539,405,448,405,1761,3873,3463,118,279,281,51451,5,350703,5,209280,8
LOT-127,TRAY-2080,184775,86465,133454,118,3546,405,457,405,1710,3866,3530,117,290,290,51416,5,350882,5,209735,6
LOT-127,TRAY-2081,184776,86465,133454,119,3545,404,449,405,1807,3875,3481,118,290,291,51546,5,350810,5,209539,5
LOT-127,TRAY-2082,184766,86466,125824,118,3564,404,448,405,1628,3890,3419,118,290,291,51755,8,350985,6,209371,6
LOT-127,TRAY-2084,183848,86452,128073,118,3544,405,443,405,1755,3870,3386,119,269,269,52465,14,347711,14,209809,14
LOT-127,TRAY-2085,183849,86452,128072,119,3558,405,447,405,1787,3872,3408,118,290,290,52465,14,347710,14,209809,14
LOT-127,TRAY-2088,184334,86533,127232,119,3564,404,450,404,1542,3887,3314,118,290,291,52220,5,351081,5,209455,8
LOT-127,TRAY-2089,184333,86533,127233,119,3546,404,450,404,1575,3875,3274,118,290,290,52415,5,351273,5,209553,8
LOT-127,TRAY-2091,184268,86474,127168,118,3549,405,453,404,1767,3871,3452,118,290,292,52463,4,351071,5,209501,6
LOT-127,TRAY-2092,184751,86478,132526,118,3535,404,450,404,1902,3873,3513,118,290,291,50920,6,351365,6,209557,6
LOT-127,TRAY-2095,184377,86492,126047,118,3557,404,445,405,1713,3872,3455,118,280,280,52311,5,351320,5,209435,8
LOT-127,TRAY-2099,183508,86478,131947,119,3552,405,443,406,1676,3888,3412,118,290,291,50542,5,350792,5,208975,5
LOT-127,TRAY-2100,182794,86522,125839,118,3547,405,447,405,1675,3875,3399,118,290,291,52463,4,351072,5,209502,5
LOT-127,TRAY-2104,182960,86523,125861,118,7094,405,478,405,1819,7663,5529,118,280,281,59528,5,345327,6,209280,6
LOT-127,TRAY-2110,183223,86485,130858,118,3573,404,453,405,1846,3882,3441,118,290,290,61326,5,345587,5,207963,5
LOT-127,TRAY-2113,183203,86723,130337,118,3545,404,439,405,1749,3878,3493,118,291,290,51332,5,350986,5,209319,9
LOT-127,TRAY-2115,182971,86455,130284,119,3550,404,447,404,1737,3876,3468,118,290,291,50506,5,350830,5,209473,5
LOT-127,TRAY-2116,183190,86473,129896,118,3545,404,446,405,2568,3869,4244,118,280,280,59847,6,345593,5,207974,5
LOT-127,TRAY-2117,183189,86473,129896,118,3534,405,454,404,1973,3863,3549,118,291,290,50095,5,350946,5,209657,6
LOT-127,TRAY-2118,182855,86614,130284,118,3564,405,464,405,1798,3875,3481,118,290,291,51449,4,351000,9,209238,5
LOT-127,TRAY-2121,182754,86532,125931,118,3570,405,443,405,1669,3883,3428,118,290,290,51758,8,212633,8,209388,10
LOT-127,TRAY-2122,183007,86540,130210,118,3560,404,443,405,1807,3877,3480,118,280,281,50318,6,350698,6,209473,5
LOT-127,TRAY-2126,182980,86457,130025,118,3566,405,441,405,1711,3884,3425,117,290,291,50470,5,350141,5,209747,6
LOT-127,TRAY-2130,183119,86529,129564,118,3563,406,448,405,1766,3880,3424,118,280,280,50156,5,350821,8,208960,6
LOT-127,TRAY-2131,183119,86529,129564,118,3555,405,439,405,1718,3874,3401,117,290,291,60027,5,345329,5,209472,6
LOT-127,TRAY-2138,183152,86618,128471,118,3554,404,450,405,1736,3878,3472,118,290,291,50964,5,350956,5,209437,8
LOT-127,TRAY-2147,182393,86505,128762,118,3562,405,447,405,1856,3886,3480,118,291,291,51231,6,350811,5,209492,6
LOT-127,TRAY-2152,180743,86523,128547,118,3562,405,445,405,1514,3879,3440,118,290,291,51334,4,351225,6,209392,6
LOT-127,TRAY-2155,179718,86635,129844,117,3552,405,458,405,1767,3873,3426,117,290,291,51264,8,350723,6,209323,5
LOT-127,TRAY-2162,179189,86503,129940,119,3551,405,445,405,1741,3877,3459,118,289,291,51120,5,351203,5,209495,5
LOT-127,TRAY-2177,178594,86458,130585,118,3536,405,453,405,1675,3869,3372,118,290,292,61120,6,345352,5,209509,6
LOT-127,TRAY-2179,178394,86451,130753,118,3546,405,444,404,1785,3868,3451,118,289,290,50787,5,351105,5,209576,5
LOT-127,TRAY-2239,173632,86608,134947,118,3543,405,449,404,1820,3881,3373,118,290,291,48878,4,350352,5,209464,6
LOT-127,TRAY-2254,172806,86596,135422,119,3543,405,451,405,1926,3867,3500,118,290,289,48305,5,349819,5,209393,6
LOT-128,TRAY-2083,184766,86467,125825,118,3552,405,447,404,1665,3872,3434,118,291,290,52358,5,351100,5,209036,5
LOT-128,TRAY-2087,184718,86475,133021,118,3557,405,452,405,1416,3880,3419,117,291,291,51417,5,350882,5,209736,6
LOT-128,TRAY-2090,184268,86476,127169,118,3549,405,454,405,1714,3875,3475,118,290,292,52416,5,351273,5,209553,8
LOT-128,TRAY-2098,183508,86477,131947,119,3561,406,443,406,1725,3884,3479,118,280,279,50920,6,351366,6,209557,6
LOT-128,TRAY-2106,182973,86487,125989,119,3564,404,444,404,1710,3883,3448,118,279,282,51879,5,351100,5,209469,6
LOT-128,TRAY-2108,183049,86440,131049,118,3554,405,445,405,1637,3881,3423,118,280,279,51044,5,350844,6,209474,5
LOT-128,TRAY-2109,183049,86440,131049,119,3593,405,447,406,1269,3912,3530,119,290,291,50618,5,350882,6,208958,5
LOT-128,TRAY-2111,183222,86485,130858,118,3552,404,448,403,1763,3881,3468,118,290,290,50506,5,350830,5,209472,5
LOT-128,TRAY-2112,183204,86723,130337,118,3563,404,448,405,1794,3880,3508,118,289,291,51332,5,350986,5,209319,9
LOT-128,TRAY-2114,182971,86455,130284,119,3555,404,449,405,1733,3874,3459,118,290,290,51449,4,351000,9,209237,5
LOT-128,TRAY-2119,182855,86614,130283,119,3687,404,450,404,1729,3914,3412,118,290,291,51396,5,351094,8,209530,8
LOT-128,TRAY-2124,183021,86519,129393,118,3560,405,449,405,1757,3878,3452,118,269,270,51108,6,351361,5,209477,6
LOT-128,TRAY-2125,183021,86519,129393,118,3581,405,450,406,1781,3883,3492,118,290,290,49844,5,350727,9,208202,5
LOT-128,TRAY-2127,182979,86457,130026,118,3559,404,439,405,1604,3872,3417,117,279,280,51231,5,350812,6,209493,6
LOT-128,TRAY-2132,183065,86521,129454,119,3556,405,459,405,1836,3877,3498,118,279,281,51396,5,351095,8,209530,9
LOT-128,TRAY-2133,183065,86521,129453,119,3563,405,450,405,1712,3879,3392,117,291,291,51108,6,351361,5,209475,6
LOT-128,TRAY-2134,182887,86506,128966,118,3578,405,448,405,2130,3889,3681,118,279,280,60499,5,345469,6,209212,6
LOT-128,TRAY-2135,182887,86506,128967,119,3562,404,447,404,1797,3878,3474,118,290,290,49982,5,351327,5,209536,5
LOT-128,TRAY-2137,182946,86469,129375,119,3557,405,446,406,1763,3884,3469,118,290,290,50095,4,350946,5,209656,6
